flamboyant,demanding,vigorous,passionate,open,gabby,reactive,all-heart,thoughtful,kindly,thoughtful,convinced,profitable,systematic,run,steady,bound-to,arrant,fretful,gloom,restless,short-tempered,ticklish,dwell-on,grand,meddling,blue-sky,ear-to-the-ground,autochthonous,sweeping
passionate,dogmatic,animated,pleased,warm,gossipy,receptive,beneficent,tolerant,loving,tolerant,positive,skilled,structured,set-up,strong,carrying-the-load,consummate,fretting,doldrums,highly-strung,hot-tempered,tricky,panic,harmonious,nosy,brain-wave,intuitive,commencing,vast
sparky,domineering,ball-of-fire,rabid,approachable,long-winded,sensible,benevolent,unselfish,sympathetic,unselfish,presuming,skillful,arranged,adapt,candid,censurable,exact,agitated,dolefulness,tenterhooks,quick-tempered,uncertain,get-in-a-panic,ideal,peeping,breaking-ground,keen,early,completely
go-go,firm,breezy,rhapsodic,civil,loose-lipped,sensitive,big,willing,thoughtful,willing,certain,tough,together,adjust,careful,chargeable,extreme,nervious,dreariness,fidgety,snappy,unpredictable,lose-sleep,ornamental,peering,clever,knowing,elementary,fully
ballsy,forward,brisk,vigorous,communicative,loudmouthed,susceptible,bighearted,altruistic,tolerant,altruistic,having-faith,useful,collocate,catalogue,certain,compelled,finished,edgy,forlonness,panicky,captious,unsettled,get-worked-up,pictorial,prurient,dreamy,knowledgeable,embryonic,right-out
gutsy,militant,demoniac,warm,easy,mouthy,sympathetic,bountiful,beneficent,humanitarian,beneficent,sure,valuable,categorize,classify,conscientious,constrained,ingrained,tense,glumness,nervy,crabbed,unsteady,get-ina-fluster,picturesque,prying,enterprising,knows-what's-what,first-hand,to-the-furthest-extent
go-ahead,overbearing,driving,willing,expansive,multiloquent,acknowledging,free,bounteous,understanding,bounteous,undoubting,accomplished,compile,codify,constant,contracted,out-and-out,overwrought,heartsickness,jittery,temperamental,volatile,flustered,pleasing,puzzled,fertile,observant,genuine,NA
driving,positive,forcible,zealous,friendly,prolix,alive,generous,bountiful,all-heart,bountiful,admit,adapted,regiment,combine,definite,decision-making,thoroughly,on-edge,joylessness,twitchy,prickly,weak,get-overwrought,poetic,questioning,fictive,penetrative,inceptive,NA
alluring,strong-willed,fresh,agog,informal,rattling,answering,great,easy,altruistic,easy,confess,apt,standardize,compose,determined,devolving-on,unmitigated,worried-sick,melancholy,uptight,edgy,wobbly,be-on-tenterhooks,refined,scrutinizing,high-flown,quick,introductory,NA
fascinating,sure,hardy,animated,kind,slick,awake,greathearted,equitable,amicable,equitable,disclose,businesslike,uniform,constitute,devoted,duty-bound,utter,with-one's-heart-in-one's-mouth,miserableness,wired,cross,borderline,butterflies-in-stomach,rhythmical,searching,inspired,responsive,primeval,NA
captivating,bullish,high-powered,athirst,sociable,smooth,forthcoming,handsome,excellent,beneficent,excellent,impart,clever,coordinated,correlate,faithful,engaged,excellent,on-pins-and-needles,crying-towel,het-up,surly,capricious,get-in-a-flap,sensitive,snoopy,originative,savvy,primordial,NA
seductive,commanding,indefatigable,attracted,sympathetic,talky,impressionable,has-heart-in-right-place,free,benevolent,free,reveal,conducive,planned,dispose,firm,executive,perfect,stressed,cry-in-one's-beer,spooky,crusty,dizzy,stew,stimulating,tampering,pie-in-the-sky,sensitive,pristine,NA
hypnotic,NA,kinetic,bugged,unconstrained,verbal,influenceable,high-minded,greathearted,benign,greathearted,suggest,deft,planning,fashion,high-principled,exposed,categorical,under-stress,eat-one's-heart,overstrung,curmudgeonly,dubious,alarming,stylish,big-eyed,poetic,tuned-in,prototypal,NA
mesmeric,NA,lusty,crazy-about,unrestrained,verbose,kindhearted,kindly,high-minded,big,high-minded,whisper,economic,catalogue,fit,honorable,fettered,faultless,flurried,cry-on-shoulder,nerve-racking,cantankerous,fitful,concerning,sublime,challenging,poetical,understanding,rudimental,NA
lively,NA,peppy,devoted,NA,vocal,open,knightly,honorable,bleeding-heart,honorable,buzz,effectual,NA,frame,impeccable,hampered,flawless,jittery,NA,stressful,petulant,fluctuating,worrisome,tasteful,forward,productive,wise,rudimentary,NA
NA,NA,potent,dying-to,NA,windy,passionate,liberal,just,bounteous,just,hint,efficacious,NA,group,incorrupt,held,ideal,twitchy,NA,fraught,waspish,giddy,daunting,adorning,impertinent,quixotic,adroit,underivative,NA
NA,NA,red-blooded,ebullient,NA,wordy,perceptive,lofty,kind,clement,kind,insinuate,equal-to,NA,harmonize,loyal,high,impeccable,in-a-tizz,NA,nail-biting,pettish,inconsistent,perturbing,advancing,inquiring,utopian,canny,underived,NA
NA,NA,rugged,exhilarated,NA,babbling,persuadable,loose,kindhearted,congenial,kindhearted,intimate,experienced,NA,marshal,okay,in-authority,thorough,tizzy,NA,toey,quarrelsome,inconstant,trying,beautifying,inquisitorial,absurd,crafty,accurate,NA
NA,NA,snappy,fascinated,NA,Blathering,replying,munificent,kindly,eleemosynary,kindly,tell,expert,NA,mold,proved,in-control,ultimate,squirrelly,NA,white-knuckle,splenetic,lubricious,taxing,beneficial,personal,bizarre,bright,authoritative,NA
NA,NA,stalwart,fervid,NA,gibbering,respondent,noble,liberal,good-hearted,liberal,bend-an-ear,familiar,NA,pigeonhole,reputable,incumbent,unblemished,in-a-twit,NA,NA,grumpy,mercurial,vexatious,broadening,poking,costly,calculating,convincing,NA
NA,NA,strenuous,gaga,NA,communicative,sensile,openhanded,lofty,heart-in-right-place,lofty,crack-to,fitted,NA,range,responsible,minding-the-store,unflawed,toey,NA,NA,fractious,mobile,niggling,civilizing,presumptuous,exaggerated,clever,credible,NA
NA,NA,sturdy,gone-on,NA,profuse,sentient,Santa-Claus,loose,indulgent,loose,lay-it-on,good-at,NA,settle,righteous,obligated,untarnished,overstung,NA,NA,highly-strung,movable,bothersome,constructive,probing,excessive,foxy,legitimate,NA
NA,NA,tough,gung-ho,NA,rambling,sharp,soft,magnanimous,lenient,magnanimous,lay-the-gaff,good-for,NA,shape,sound,obliged,rigourous,unquiet,NA,NA,grouchy,moving,troublesome,corrective,sifting,exorbitant,not-born-yesterday,original,NA
NA,NA,unflagging,hearty,NA,gushing,softhearted,soft-touch,moderate,mild,moderate,let-in-on,handy,NA,standardize,staunch,on-the-hook,in-depth,worked-up,NA,NA,cranky,mutable,unsettling,developmental,snooping,expensive,on-the-ball,pure,NA
NA,NA,untiring,intent,NA,with-the-gift-of-gab,susceptive,ungrudging,munificent,neighborly,munificent,spill-to,masterly,NA,straighten,steadfast,open,thoroughgoing,keyed-up,NA,NA,ratty,not-fixed,harassing,dignifying,speculative,fancy,perspicacious,reliable,NA
NA,NA,vital,keyed-up,NA,having-kissed-the-blarney-stone,tender,compassionate,noble,obliging,noble,unload-on,organized,NA,tabulate,sterling,susceptive,minute,strung-out,NA,NA,delicate,rickety,harrying,disciplining,absorbed,flamboyant,quick-on-the-uptake,TRUE,NA
NA,NA,vivacious,lively,NA,yakking,warm,gracious,open-handed,philanthropic,open-handed,absolute,practiced,NA,tailor,sure,sworn-to,close,jumpy,NA,NA,tricky,shifty,nerve-racking,edifying,attentive,flashy,sagacious,trustworthy,NA
NA,NA,zippy,nutty,NA,gassy,warmhearted,humane,philanthropic,propitious,philanthropic,accurate,proficient,NA,be-responsible-for,there,tied,scrupulous,gloom,NA,NA,tickish,suspect,distressing,educative,engrossed,garish,sharp,actual,NA
NA,NA,fiesty,obsessed,NA,unreserved,appreciative,humanitarian,prodigal,soft-touch,prodigal,complete,qualified,NA,get-going,tried,to-blame,assiduous,gloomy,NA,NA,knotty,teetering,dismay,elevating,excited,gaudy,astute,bona-fide,NA
NA,NA,high-spirited,red-hot,NA,expressive,duty-bound,benign,profuse,softhearted,profuse,constant,ready,NA,get-together,tried-and-true,under-contract,conscientious,NA,NA,NA,embarrassing,temperamental,dismaying,ennobling,implicated,grandiose,brilliant,certain,NA
NA,NA,exuberant,spirited,NA,candid,obligated,benignant,soft-touch,tenderhearted,soft-touch,constructive,saving,NA,lick-into-shape,true-blue,under-obligation,methodical,NA,NA,NA,uncomfortable,untrustworthy,disquieting,enriching,involved,implausible,creative,creditable,NA
NA,NA,vigourous,tantalized,NA,NA,obliged,bleeding-heart,ungrudging,caring,ungrudging,contained,shrewd,NA,line-up,true-hearted,in-charge-of,sedulous,NA,NA,NA,uneasy,vacillating,upsetting,expanding,keen,lavish,imaginative,dependable,NA
NA,NA,NA,thrilled,NA,NA,accountable,clement,unsparing,warm,unsparing,definite,systematic,NA,look-after,trusty,in-control-of,elaborate,NA,NA,NA,precarious,variable,traumatic,glorifying,obsessed,ludicrous,inventive,factual,NA
NA,NA,NA,titillated,NA,NA,answerable-for,condoning,unstinting,warmhearted,unstinting,entire,talented,NA,methodize,unequivocal,accountable-for,extensive,NA,NA,NA,chancy,wavering,trauma,helpful,responsive,ornate,original,faithful,NA
NA,NA,NA,unqualified,NA,NA,bound,easygoing,adequate,all-over,adequate,firm,virtuous,NA,put-in-order,unfailing,accountable,widespread,NA,NA,NA,uncertain,weaving,unpleasant,humane,sympathetic,ostentatious,perceptive,for-real,NA
NA,NA,NA,vehement,NA,NA,bounden,feeling,common,attached,common,fixed,well-organized,NA,put-together,unimpeachable,liable-for,sweeping,NA,NA,NA,contentious,wiggly,awkward,humanizing,affected,outrageous,rational,legit,NA
NA,NA,NA,wacky,NA,NA,chargeable,forbearing,decent,crazy-over,decent,full,NA,NA,see-to,upright,charged-with,searching,NA,NA,NA,controversial,tottery,difficult,influential,attracted,overpriced,resourceful,official,NA
NA,NA,NA,wholehearted,NA,NA,honor-bound,gentle,respectable,dear,respectable,implicative,NA,NA,straighten-out,veracious,manage,all-embracing,NA,NA,NA,awkward,tottering,tricky,inspirational,awakened,profligate,well-informed,sure,NA
NA,NA,NA,vivacious,NA,NA,hooked,heart-in-right-place,sufficient,devoted,sufficient,implied,NA,NA,take-care-of,well-founded,oversee,all-inclusive,NA,NA,NA,difficult,doddery,hairy,instructive,biased,reckless,wise,trusty,NA
NA,NA,NA,exhuberant,NA,NA,in-debt,indulgent,tolerable,doting,tolerable,inarticulate,NA,NA,whip-into-shape,well-grounded,superintend,punctilious,NA,NA,NA,sticky,unsafe,sticky,learned,caught,ridiculous,able,twenty-four-carat,NA
NA,NA,NA,NA,NA,NA,in-hock,mild,A-OK,fond,A-OK,inevitable,NA,NA,NA,authentic,supervise,attentive,NA,NA,NA,bundle-of-nerves,unbalanced,thorny,liberal,drawn,showy,acute,valid,NA
NA,NA,NA,NA,NA,NA,liable,pardoning,admissible,huggy,admissible,inferential,NA,NA,NA,definitive,conduct,diligent,NA,NA,NA,wired-up,unreliable,problematic,liberalizing,enticed,silly,alive,veritable,NA
NA,NA,NA,NA,NA,NA,owed,pitiful,all-right,kind,all-right,inferred,NA,NA,NA,attested,run,industrious,NA,NA,NA,wound-up,not-secure,grave,nurturing,fascinated,crazy,all-there,avant-garde,NA
NA,NA,NA,NA,NA,NA,owing,pitying,average,lovey-dovey,average,latent,NA,NA,NA,valid,look-after,perservering,NA,NA,NA,choleric,unfastened,scary,ornamenting,fired,extortionate,apt,brave,NA
NA,NA,NA,NA,NA,NA,responsible,softhearted,cooking-with-gas,mushy,cooking-with-gas,practical,NA,NA,NA,genuine,organize,laborious,NA,NA,NA,testy,bockety,pricky,polishing,gone,extreme,capable,head,NA
NA,NA,NA,NA,NA,NA,NA,sympathetic,cool,nutty-about,cool,steadfast,NA,NA,NA,sounds-true,produce,hard-workgin,NA,NA,NA,NA,irregular,alarm,promoting,hooked,foolish,comprehending,inaugural,NA
NA,NA,NA,NA,NA,NA,NA,tender,copacetic,partial,copacetic,tacit,NA,NA,NA,copper-bottomed,see-to,NA,NA,NA,NA,NA,of-unsound-mind,agitate,raising,impressed,immoderate,deep,lead,NA
NA,NA,NA,NA,NA,NA,NA,tenderhearted,delightful,soft-on,delightful,taken-for-granted,NA,NA,NA,trustworthy,behind,NA,NA,NA,NA,NA,deranged,flurry,refining,inspired,improvident,enlightened,experimental,NA
NA,NA,NA,NA,NA,NA,NA,tolerant,hep,tender,hep,total,NA,NA,NA,unswerving,at-the-bottom-of,NA,NA,NA,NA,NA,demented,plague,regenerative,inspirited,imprudent,exceptional,elemental,NA
NA,NA,NA,NA,NA,NA,NA,compliant,hip,empathetic,hip,unconditional,NA,NA,NA,unwavering,guilty-of,NA,NA,NA,NA,NA,crazed,bedevil,socializing,lured,inordinate,highbrow,simple,NA
NA,NA,NA,NA,NA,NA,NA,allowing,hunky-dory,forgiving,hunky-dory,undeclared,NA,NA,NA,dedicated,culpable-of,NA,NA,NA,NA,NA,distracted,besiege,stimulating,moved,nonsensical,ingenious,abecedarian,NA
NA,NA,NA,NA,NA,NA,NA,amiable,in-the-swim,generous,in-the-swim,understood,NA,NA,NA,committed,blameworthy,NA,NA,NA,NA,NA,crazy,irk,uplifting,occupied,preposterous,instructed,basal,NA
NA,NA,NA,NA,NA,NA,NA,assuaging,kosher,perceptive,kosher,unexpressed,NA,NA,NA,infallible,in-the-wrong,NA,NA,NA,NA,NA,unhinged,vex,widening,open,pretentious,profound,immature,NA
NA,NA,NA,NA,NA,NA,NA,assuasive,large,discerning,large,unfaltering,NA,NA,NA,truthful,NA,NA,NA,NA,NA,NA,insane,weigh-down,affected,predisposed,prodigal,quick-witted,larval,NA
NA,NA,NA,NA,NA,NA,NA,being-big,okay,forbearing,okay,unhesitating,NA,NA,NA,fail-safe,NA,NA,NA,NA,NA,NA,mad,burden,appropriate,prejudiced,spendthrift,ready,nuts-and-bolts,NA
NA,NA,NA,NA,NA,NA,NA,complaisant,on-the-ball,patient,on-the-ball,unqualified,NA,NA,NA,tried-and-tested,NA,NA,NA,NA,NA,NA,raving-mad,lie-heavily-on,apt,roused,steep,reasonable,simplest,NA
NA,NA,NA,NA,NA,NA,NA,easy,on-the-beam,sensitive,on-the-beam,unquestioned,NA,NA,NA,well-built,NA,NA,NA,NA,NA,NA,lunatic,gnaw-at,aristocratic,sold,unbalanced,responsible,uncompleted,NA
NA,NA,NA,NA,NA,NA,NA,emollient,passable,responsive,passable,unreserved,NA,NA,NA,well-engineered,NA,NA,NA,NA,NA,NA,out-of-one's-own-mind,discombobulate,august,stimulated,unconscionable,sage,undeveloped,NA
NA,NA,NA,NA,NA,NA,NA,excusing,peachy-keen,interested,peachy,unsaid,NA,NA,NA,safe-as-a-a-house,NA,NA,NA,NA,NA,NA,out-of-one's-own-head,anguish,chic,stirred,unreasonable,thinking,vestigial,NA
NA,NA,NA,NA,NA,NA,NA,favoring,pleasant,responsive,pleasant,unshakable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neurotic,apprehension,choice,struck,unrestrained,together,fundamental,NA
NA,NA,NA,NA,NA,NA,NA,going-easy-on,pleasing,supportive,pleasing,unspoken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,psychotic,doubt,classic,taken,gentle,whiz,straightforward,NA
NA,NA,NA,NA,NA,NA,NA,good-natured,right-on,appreciating,right-on,unuttered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sectionable,fear,clever,touched,introspective,witty,underlying,NA
NA,NA,NA,NA,NA,NA,NA,humoring,standard,benignant,standard,virtual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loopy,headache,comely,eat-sleep-and-breathe,nightmarish,intellectual,ABCs,NA
NA,NA,NA,NA,NA,NA,NA,letting,swell,commiserating,swell,wholehearted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loony,misery,courtly,intent,otherworldly,sapient,child's-play,NA
NA,NA,NA,NA,NA,NA,NA,live-with,trendy,comprehending,trendy,easy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed-up,misgiving,cultivated,into,pensive,smart,clear,NA
NA,NA,NA,NA,NA,NA,NA,loving,unexceptional,condoling,unexceptional,inexperienced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nuts,pain,cultured,on-the-case,abstracted,attentive,duck-soup,NA
NA,NA,NA,NA,NA,NA,NA,mollycoddling,unobjectionable,having-heart-in-right-place,unobjectionable,ingenuous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,problem,dainty,partial,astral,discriminating,easy,NA
NA,NA,NA,NA,NA,NA,NA,obliging,up-to-code,pitying,up-to-code,off-guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bananas,uncertainty,delicate,partisan,calming,mindful,essential,NA
NA,NA,NA,NA,NA,NA,NA,pampering,up-to-snuff,soft,up-to-snuff,simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cracked,uneasiness,dignified,baffled,chimerical,vigilant,facile,NA
NA,NA,NA,NA,NA,NA,NA,permitting,welcome,sympathizing,welcome,swallowing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crackpot,woe,effective,bewildered,daydreaming,advertent,foundational,NA
NA,NA,NA,NA,NA,NA,NA,soft-shell,astute,tender,astute,taken-in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daft,annoyance,exquisite,clueless,excellent,clear-sighted,meat-and-potatoes,NA
NA,NA,NA,NA,NA,NA,NA,sparing,attentive,vicarious,attentive,trustful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dippy,care,fancy,doubtful,idealistic,considering,plain,NA
NA,NA,NA,NA,NA,NA,NA,spoiling,careful,warmhearted,careful,trusting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,screwy,disquiet,fashionable,mystified,imaginary,contemplating,prefatory,NA
NA,NA,NA,NA,NA,NA,NA,NA,cautious,good,cautious,unconscious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bats,disturbance,fine,perplexed,immaterial,correct,preliminary,NA
NA,NA,NA,NA,NA,NA,NA,NA,courteous,good-natured,courteous,unsuspicious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batty,heartache,genteel,rattled,impractical,deducing,primo,NA
NA,NA,NA,NA,NA,NA,NA,NA,deliberate,merciful,deliberate,unwarned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dotty,irritation,graceful,bollixed,intangible,detecting,simplex,NA
NA,NA,NA,NA,NA,NA,NA,NA,discreet,tenderhearted,discreet,unwary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cuckoo,nag,grand,discombobulated,introvertive,discovering,simplified,NA
NA,NA,NA,NA,NA,NA,NA,NA,friendly,warm,friendly,ignorant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bonkers,perplexity,handsome,floored,lulling,eager,substratal,NA
NA,NA,NA,NA,NA,NA,NA,NA,gracious,benevolent,gracious,sincere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,potty,pest,ingenious,lost,marvelous,eagle-eyed,uncomplex,NA
NA,NA,NA,NA,NA,NA,NA,NA,polite,charitable,polite,unsophisticated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mental,presentiment,luxurious,nonplussed,misty,heedful,uncomplicated,NA
NA,NA,NA,NA,NA,NA,NA,NA,prudent,humane,prudent,wide-eyed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,screwed-up,torment,majestic,shook,musing,intentive,prehistoric,NA
NA,NA,NA,NA,NA,NA,NA,NA,tactful,merciful,tactful,aboveboard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mentally-ill,torture,modish,stuck,mythical,interested,primal,NA
NA,NA,NA,NA,NA,NA,NA,NA,heedful,sympathetic,heedful,artless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,off-one's-head,trial,neat,stumped,out-of-this-world,not-missing-a-trick,basic,NA
NA,NA,NA,NA,NA,NA,NA,NA,anxious,forbearing,anxious,callow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,out-to-lunch,vexation,nice,thrown,phantasmagoric,obedient,radical,NA
NA,NA,NA,NA,NA,NA,NA,NA,aware,pitying,aware,candid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a-bit-lacking,worriment,noble,at-a-loss,phantasmagorical,observative,archaic,NA
NA,NA,NA,NA,NA,NA,NA,NA,benign,sparing,benign,countrified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,round-the-bend,bad-news,opulent,at-sea,preoccupied,on-one's-toes,old,NA
NA,NA,NA,NA,NA,NA,NA,NA,canny,understanding,canny,forthright,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,round-the-twist,NA,ornamented,come-apart,relaxing,questioning,earliest,NA
NA,NA,NA,NA,NA,NA,NA,NA,chivalrous,all-heart,chivalrous,frank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barmy,NA,ornate,come-unzipped,shadowy,regardful,underived,NA
NA,NA,NA,NA,NA,NA,NA,NA,circumspect,being-big-star,circumspect,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crackers,NA,ostentatious,dopey,soothing,searching,unevolved,NA
NA,NA,NA,NA,NA,NA,NA,NA,civil,bleeding-heart,civil,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barking,NA,overdone,foggy,speculative,sharp-eyed,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,concerned,commiserative,concerned,guileless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barking-mad,NA,polished,fouled-up,unreal,surveying,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,cooperative,going-easy-on,cooperative,harmless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,off-one's-trolley,NA,rare,hung-up,unsubstantial,wide-awake,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,diplomatic,humanitarian,diplomatic,impulsive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daft-as-brush,NA,recherché,in-a-fog,vague,delicate,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,gallant,indulgent,gallant,innocuous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not-the-full-shilling,NA,rich,loused-up,advantageous,emotional,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,indulgent,kindhearted,indulgent,instinctive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutsy,NA,select,messed-up,beneficial,hypersensitive,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,neighborly,kindly,neighborly,jejune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutso,NA,simple,mind-blown,constructive,nervous,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,obliging,lenient,obliging,lamb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,squirrelly,NA,stately,mixed-up,dynamic,precise,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,observant,living-with,observant,like-a-babe-in-the-woods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wacko,NA,stuffy,mucked-up,effective,receptive,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,observative,old-softie,observative,natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buggy,NA,stylish,screwed-up,energetic,susceptible,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,observing,piteous,observing,open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stylized,shook-up,gratifying,tense,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,regardful,soft-shell,regardful,original,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sumptuous,spaced-out,profitable,touchy,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,responsive,softhearted,responsive,patsy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,superior,unglued,prolific,tricky,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,sensitive,NA,sensitive,plain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,turgid,without-a-clue,rewarding,unstable,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,social,NA,social,simple-minded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,well-bred,examining,useful,feeling,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,solicitous,NA,solicitous,spontaneous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,inspecting,valuable,fine,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,wary,NA,wary,square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,allusive,interfering,vigorous,psychic,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,well-thought-out,NA,well-thought-out,sucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,articulate,NA,worthwhile,seeing,NA,NA
